DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
12/28/2022 2:00,-3.558,0.9274769705882353,0.987018,2.025
12/28/2022 3:00,-3.854,0.9272658823529412,0.986969,2.309
12/28/2022 4:00,-3.912,0.927054794117647,0.986772,1.922
12/28/2022 5:00,-3.89,0.9268437058823529,0.986365,1.799
12/28/2022 6:00,-3.866,0.9266326176470588,0.986165,1.983
12/28/2022 7:00,-1.772,0.9264215294117647,0.985986,2.103
12/28/2022 8:00,-1.132,0.9262104411764706,0.985821,2.535
12/28/2022 9:00,-0.685,0.9259993529411764,0.985558,2.805
12/28/2022 10:00,-0.246,0.9257882647058823,0.985211,3.01
12/28/2022 11:00,0.305,0.9255771764705882,0.984973,2.849
12/28/2022 12:00,0.689,0.9253660882352941,0.984662,3.508
12/28/2022 13:00,0.864,0.925155,0.98448,3.788
12/28/2022 14:00,1.074,1.71232,0.984274,4.152
12/28/2022 15:00,1.324,2.96164,0.984027,4.61
12/28/2022 16:00,1.795,8.75334,0.983649,5.912
12/28/2022 17:00,2.455,11.2486,0.982963,6.343
12/28/2022 18:00,5.23,2.32709,0.982412,4.397
12/28/2022 19:00,5.701,2.272345,0.982048,3.132
12/28/2022 20:00,5.083,2.2176,0.981584,4.321
12/28/2022 21:00,6.549,2.58145,0.981101,4.456
12/28/2022 22:00,5.725,14.3248,0.980601,6.814
12/28/2022 23:00,3.495,40.4697,0.98066,9.647
12/29/2022 0:00,3.371,56.0723,0.980461,11.212
12/29/2022 1:00,3.774,57.6621,0.980047,11.608
12/29/2022 2:00,4.052,58.2592,0.979848,11.872
12/29/2022 3:00,4.296,52.6945,0.979656,10.793
12/29/2022 4:00,4.57,39.2565,0.979687,9.56
12/29/2022 5:00,4.637,48.6419,0.979501,10.433
12/29/2022 6:00,4.516,45.4426,0.979492,10.127
12/29/2022 7:00,4.595,37.7442,0.979623,9.411
12/29/2022 8:00,4.607,39.194,0.979751,9.547
12/29/2022 9:00,4.681,47.1779,0.97955,10.253
12/29/2022 10:00,4.649,40.5727,0.979872,9.74
12/29/2022 11:00,4.698,38.5949,0.980563,9.513
12/29/2022 12:00,4.642,45.9408,0.980636,10.111
12/29/2022 13:00,4.605,57.1748,0.980621,11.476
12/29/2022 14:00,4.354,58.2927,0.980827,11.894
12/29/2022 15:00,4.462,58.2112,0.981002,11.868
12/29/2022 16:00,5.153,57.3592,0.980856,11.588
12/29/2022 17:00,5.608,57.2444,0.980259,11.59
12/29/2022 18:00,5.185,56.3803,0.980132,11.325
12/29/2022 19:00,5.966,52.7727,0.979846,10.84
12/29/2022 20:00,6.951,36.7239,0.979719,9.314
12/29/2022 21:00,7.567,36.3352,0.979638,9.277
12/29/2022 22:00,7.322,40.0451,0.979619,9.65
12/29/2022 23:00,6.925,57.5584,0.979687,11.839
12/30/2022 0:00,6.719,58.1022,0.979958,12.181
12/30/2022 1:00,6.399,58.1877,0.980049,12.888
12/30/2022 2:00,5.861,58.3061,0.980154,13.584
12/30/2022 3:00,6.646,58.1437,0.980174,12.845
12/30/2022 4:00,7.017,58.0697,0.980224,12.426
12/30/2022 5:00,6.897,58.0826,0.980022,12.796
12/30/2022 6:00,6.744,58.1133,0.980004,12.259
12/30/2022 7:00,6.969,55.1412,0.980222,11.177
12/30/2022 8:00,7.043,57.9327,0.980245,12.05
12/30/2022 9:00,7.624,57.2524,0.980238,11.752
12/30/2022 10:00,6.985,58.0016,0.9803,12.095
12/30/2022 11:00,8.006,57.3147,0.980523,11.812
12/30/2022 12:00,8.213,56.4679,0.980702,11.475
12/30/2022 13:00,8.952,51.1204,0.981011,10.706
12/30/2022 14:00,9.202,50.4187,0.981268,10.633
12/30/2022 15:00,9.882,45.6708,0.981565,10.174
12/30/2022 16:00,11.138,35.4064,0.981609,9.233
12/30/2022 17:00,12.787,25.6592,0.981101,8.237
12/30/2022 18:00,15.118,21.1371,0.98053,7.736
12/30/2022 19:00,15.751,25.1783,0.980159,8.197
12/30/2022 20:00,15.572,21.4841,0.98013,7.798
12/30/2022 21:00,15.947,29.3696,0.979677,8.681
12/30/2022 22:00,15.338,31.0143,0.979474,8.81
12/30/2022 23:00,14.756,41.4548,0.979435,9.87
12/31/2022 0:00,14.367,46.8771,0.979222,10.394
12/31/2022 1:00,5.973,24.1081,0.982995,7.983
12/31/2022 2:00,5.219,34.9737,0.982879,9.053
12/31/2022 3:00,5.707,40.7828,0.982733,9.683
12/31/2022 4:00,6.791,45.5821,0.982362,10.103
12/31/2022 5:00,7.561,37.4079,0.981529,9.38
12/31/2022 6:00,7.482,37.1456,0.981186,9.361
12/31/2022 7:00,7.257,57.8251,0.981238,11.945
12/31/2022 8:00,9.628,56.3085,0.981104,11.511
12/31/2022 9:00,9.419,30.4861,0.981065,8.815
12/31/2022 10:00,8.478,26.984,0.98107,8.424
12/31/2022 11:00,8.526,46.9312,0.981215,10.332
12/31/2022 12:00,8.712,52.6427,0.98138,10.89
12/31/2022 13:00,9.446,35.2871,0.981847,9.163
12/31/2022 14:00,10.25,23.1676,0.982519,7.958
12/31/2022 15:00,11.34,51.9322,0.983421,10.84
12/31/2022 16:00,10.99,40.7587,0.984096,9.786
12/31/2022 17:00,10.656,34.3647,0.984432,9.061
12/31/2022 18:00,10.887,38.528,0.98468,9.548
12/31/2022 19:00,11.713,30.4221,0.985015,8.703
12/31/2022 20:00,12.115,32.0366,0.985244,8.854
12/31/2022 21:00,11.856,36.399,0.985639,9.333
12/31/2022 22:00,10.761,37.7404,0.986212,9.457
12/31/2022 23:00,8.38,36.7908,0.987183,9.324
1/1/2023 0:00,6.609,53.181,0.988077,10.868
1/1/2023 1:00,5.257,51.9083,0.988969,10.679
1/1/2023 2:00,4.374,56.354,0.989708,11.2
1/1/2023 3:00,2.913,54.9368,0.990171,10.962
1/1/2023 4:00,1.152,57.7431,0.990264,11.307
1/1/2023 5:00,1.392,58.631,0.990046,11.562
1/1/2023 6:00,-0.136,59.8847,0.990179,11.954
1/1/2023 7:00,0.875,59.9853,0.990362,12.547
1/1/2023 8:00,-0.51,51.7614,0.990411,10.588
1/1/2023 9:00,-1.434,43.2959,0.990271,9.792
1/1/2023 10:00,-0.851,51.1247,0.99013,10.488
1/1/2023 11:00,-1.149,46.2972,0.990233,10.022
1/1/2023 12:00,-1.467,46.1091,0.990431,10.014
1/1/2023 13:00,-1.792,39.3508,0.99065,9.425
1/1/2023 14:00,-1.51,32.0236,0.990998,8.695
1/1/2023 15:00,-0.129,26.7728,0.991218,8.19
1/1/2023 16:00,0.578,31.5292,0.990994,8.679
1/1/2023 17:00,1.218,36.4763,0.990432,9.148
1/1/2023 18:00,1.912,44.6647,0.989739,9.946
1/1/2023 19:00,2.415,51.2096,0.989466,10.56
1/1/2023 20:00,2.516,56.7179,0.989109,11.217
1/1/2023 21:00,2.306,58.6436,0.988823,11.685
1/1/2023 22:00,1.474,59.4683,0.98892,11.955
1/1/2023 23:00,-0.151,60.1515,0.989388,13.1
1/2/2023 0:00,-1.479,56.5811,0.989956,11.08
1/2/2023 1:00,-1.583,58.6297,0.990371,11.359
1/2/2023 2:00,-1.902,51.3924,0.990889,10.49
1/2/2023 3:00,-2.703,33.3709,0.991254,8.813
1/2/2023 4:00,-3.204,33.8274,0.991338,8.866
1/2/2023 5:00,-3.529,33.8765,0.991458,8.949
1/2/2023 6:00,-4.063,29.5131,0.991947,8.518
1/2/2023 7:00,-4.453,32.0246,0.992538,8.645
1/2/2023 8:00,-5.077,25.8397,0.993059,8.041
1/2/2023 9:00,-5.459,30.6458,0.993508,8.561
1/2/2023 10:00,-5.782,19.4162,0.994135,7.39
1/2/2023 11:00,-6.201,28.0848,0.994834,8.286
1/2/2023 12:00,-6.524,16.6971,0.995246,6.971
1/2/2023 13:00,-6.89,8.63931,0.995736,5.818
1/2/2023 14:00,-6.769,4.15653,0.996161,4.921
1/2/2023 15:00,-5.901,4.48656,0.996449,4.975
1/2/2023 16:00,-4.994,1.56869,0.996292,4.035
1/2/2023 17:00,-3.947,1.151478,0.995881,3.372
1/2/2023 18:00,-2.871,0.734266,0.99553,3.662
1/2/2023 19:00,-1.869,0.785912,0.995029,3.688
1/2/2023 20:00,-1.122,1.18696,0.994554,3.879
1/2/2023 21:00,-0.623,1.11553,0.994004,3.846
1/2/2023 22:00,-0.797,1.314625,0.993605,3.462
1/2/2023 23:00,-3.509,1.51372,0.993442,4.074
1/3/2023 0:00,-4.454,2.47024,0.99327,4.441
1/3/2023 1:00,-4.608,2.2581545714285713,0.993158,3.582
1/3/2023 2:00,-4.668,2.0460691428571427,0.992786,2.903
1/3/2023 3:00,-4.658,1.8339837142857143,0.992518,2.949
1/3/2023 4:00,-4.785,1.6218982857142856,0.992126,3.325
1/3/2023 5:00,-5.107,1.409812857142857,0.991674,2.695
1/3/2023 6:00,-5.299,1.1977274285714286,0.991636,3.199
1/3/2023 7:00,-5.188,0.985642,0.991826,3.802
1/3/2023 8:00,-5.208,2.63196,0.991923,4.442
1/3/2023 9:00,-5.023,5.1498,0.991819,5.159
1/3/2023 10:00,-5.166,7.98208,0.991697,5.722
1/3/2023 11:00,-5.275,17.2156,0.991527,7.101
1/3/2023 12:00,-5.328,22.1309,0.991328,7.647
1/3/2023 13:00,-5.388,25.7071,0.991276,8.07
1/3/2023 14:00,-4.076,27.7486,0.991051,8.233
1/3/2023 15:00,-1.465,9.35885,0.990737,5.965
1/3/2023 16:00,1.099,2.02292,0.990237,4.26
1/3/2023 17:00,3.351,3.99577,0.989261,4.933
1/3/2023 18:00,5.101,5.5307,0.988521,5.321
1/3/2023 19:00,6.463,9.88076,0.987845,6.109
1/3/2023 20:00,7.372,11.9423,0.987133,6.485
1/3/2023 21:00,7.613,14.5769,0.986659,6.853
1/3/2023 22:00,5.886,20.3075,0.986428,7.529
1/3/2023 23:00,1.555,33.4721,0.986508,8.864
1/4/2023 0:00,1.758,47.8607,0.986657,10.241
1/4/2023 1:00,0.662,43.318,0.986875,9.838
1/4/2023 2:00,-1.326,42.8181,0.987043,9.769
1/4/2023 3:00,-1.802,37.3801,0.987198,9.222
1/4/2023 4:00,-2.189,29.6729,0.986975,8.581
1/4/2023 5:00,-2.64,25.9808,0.986504,8.229
1/4/2023 6:00,-2.62,18.555,0.986386,7.343
1/4/2023 7:00,-2.493,11.1188,0.986338,6.231
1/4/2023 8:00,-2.53,5.68673,0.98629,5.274
1/4/2023 9:00,-2.576,3.28575,0.986212,4.667
1/4/2023 10:00,-2.907,3.1157438,0.986184,3.429
1/4/2023 11:00,-3.186,2.9457376,0.986485,2.514
1/4/2023 12:00,-3.338,2.7757314,0.98663,2.507
1/4/2023 13:00,-3.498,2.6057252,0.986825,1.664
1/4/2023 14:00,-2.558,2.435719,0.986991,1.328
1/4/2023 15:00,0.018,2.2657128,0.987125,0.795
1/4/2023 16:00,2.479,2.0957065999999998,0.987107,0.542
1/4/2023 17:00,5.138,1.9257004,0.986767,1.247
1/4/2023 18:00,7.616,1.7556942,0.986302,1.386
1/4/2023 19:00,9.395,1.585688,0.985789,1.501
1/4/2023 20:00,10.309,1.4156818,0.985305,1.474
1/4/2023 21:00,10.746,1.2456755999999998,0.984956,2.307
1/4/2023 22:00,9.284,1.0756693999999998,0.984589,2.519
1/4/2023 23:00,5.602,0.9056631999999998,0.984677,2.929
1/5/2023 0:00,4.147,0.735657,0.984586,3.687
1/5/2023 1:00,3.241,2.02031,0.984472,4.245
1/5/2023 2:00,2.603,5.87833,0.984448,5.345
1/5/2023 3:00,1.664,7.20813,0.984403,5.582
1/5/2023 4:00,1.164,5.77609,0.984125,5.311
1/5/2023 5:00,0.681,3.30814,0.983735,4.693
1/5/2023 6:00,0.444,3.02682,0.983556,4.596
1/5/2023 7:00,0.326,2.61054,0.983439,4.445
1/5/2023 8:00,0.169,2.51125,0.983345,4.409
1/5/2023 9:00,0.11,2.93494,0.983244,4.557
1/5/2023 10:00,0.133,2.50982,0.983166,4.408
1/5/2023 11:00,-0.019,1.94242,0.9833,4.21
1/5/2023 12:00,-0.221,1.88731,0.983432,4.209
1/5/2023 13:00,-0.357,2.12871,0.983564,4.31
1/5/2023 14:00,0.695,2.74701,0.983649,4.529
1/5/2023 15:00,3.906,2.55816,0.983608,4.461
1/5/2023 16:00,6.879,1.9989005,0.9834,2.829
1/5/2023 17:00,9.512,1.439641,0.982808,2.711
1/5/2023 18:00,11.976,0.8803814999999999,0.982284,3.137
1/5/2023 19:00,13.807,0.321122,0.981802,3.642
1/5/2023 20:00,15.335,1.8795,0.981353,4.269
1/5/2023 21:00,15.832,2.67962,0.980886,4.578
1/5/2023 22:00,14.54,7.56168,0.980489,5.711
1/5/2023 23:00,10.943,17.4564,0.98041,7.221
1/6/2023 0:00,9.207,31.9915,0.980433,8.825
1/6/2023 1:00,8.108,41.4656,0.980394,9.793
1/6/2023 2:00,7.817,50.577,0.980344,10.784
1/6/2023 3:00,7.865,43.4257,0.980223,10.067
1/6/2023 4:00,9.235,45.8074,0.980009,10.323
1/6/2023 5:00,8.817,28.8565,0.979836,8.562
1/6/2023 6:00,9.532,38.6951,0.979787,9.556
1/6/2023 7:00,10.363,36.7746,0.97983,9.412
1/6/2023 8:00,10.026,26.2937,0.979944,8.313
1/6/2023 9:00,9.947,18.2158,0.979836,7.394
1/6/2023 10:00,10.517,26.0396,0.97999,8.254
1/6/2023 11:00,10.581,26.7423,0.980382,8.317
1/6/2023 12:00,10.755,18.931,0.980668,7.409
1/6/2023 13:00,10.432,16.0753,0.980933,7.051
1/6/2023 14:00,10.614,20.0987,0.981247,7.547
1/6/2023 15:00,11.457,20.1365,0.981531,7.559
1/6/2023 16:00,12.983,9.55493,0.981724,6.069
1/6/2023 17:00,14.633,5.55527,0.981505,5.332
1/6/2023 18:00,15.237,3.22522,0.981382,4.721
1/6/2023 19:00,15.131,2.91283,0.981498,4.617
1/6/2023 20:00,15.51,2.47979,0.981501,4.458
1/6/2023 21:00,14.88,3.74732,0.981576,4.875
1/6/2023 22:00,13.757,7.04354,0.981768,5.61
1/6/2023 23:00,12.866,5.75663,0.981954,5.369
1/7/2023 0:00,12.5,4.58612,0.982212,5.08
1/7/2023 1:00,12.274,7.39604,0.982567,5.658
1/7/2023 2:00,12.347,7.34709,0.982891,5.738
1/7/2023 3:00,12.244,3.52361,0.983159,4.792
1/7/2023 4:00,12.129,5.27767,0.983241,5.253
1/7/2023 5:00,11.657,7.96902,0.983117,5.759
1/7/2023 6:00,11.088,7.53005,0.983279,5.678
1/7/2023 7:00,9.895,4.66705,0.98364,5.131
1/7/2023 8:00,9.947,1.40753,0.983907,4.007
1/7/2023 9:00,9.249,1.3989317647058823,0.983945,3.415
1/7/2023 10:00,8.387,1.3903335294117647,0.983863,3.313
1/7/2023 11:00,9.617,1.381735294117647,0.984189,2.479
1/7/2023 12:00,9.594,1.3731370588235294,0.984243,1.953
1/7/2023 13:00,9.819,1.3645388235294118,0.984223,2.624
1/7/2023 14:00,9.844,1.3559405882352942,0.984469,3.219
1/7/2023 15:00,10.517,1.3473423529411765,0.984406,3.455
1/7/2023 16:00,10.854,1.338744117647059,0.984589,2.131
1/7/2023 17:00,11.384,1.330145882352941,0.984463,1.223
1/7/2023 18:00,12.004,1.3215476470588234,0.984418,0.934
1/7/2023 19:00,13.282,1.3129494117647058,0.984232,1.567
1/7/2023 20:00,14.517,1.3043511764705882,0.984252,0.834
1/7/2023 21:00,14.117,1.2957529411764706,0.984206,0.864
1/7/2023 22:00,12.751,1.287154705882353,0.984313,1.62
1/7/2023 23:00,12.103,1.2785564705882353,0.984614,2.521
1/8/2023 0:00,11.783,1.2699582352941177,0.984747,2.771
1/8/2023 1:00,11.735,1.26136,0.984747,3.948
1/8/2023 2:00,11.625,0.9366140000000001,0.984866,3.517
1/8/2023 3:00,11.588,0.611868,0.984919,3.626
1/8/2023 4:00,11.813,2.95055,0.98457,4.615
1/8/2023 5:00,11.594,6.51165,0.984398,5.518
1/8/2023 6:00,11.954,5.886543333333334,0.98396,3.009
1/8/2023 7:00,11.627,5.2614366666666665,0.983996,3.168
1/8/2023 8:00,11.778,4.63633,0.984031,5.076
1/8/2023 9:00,12.063,2.82383,0.983761,4.563
1/8/2023 10:00,12.367,3.89375,0.983628,4.895
1/8/2023 11:00,12.395,6.60929,0.983909,5.575
1/8/2023 12:00,12.207,4.356904999999999,0.983795,2.683
1/8/2023 13:00,12.405,2.10452,0.984168,4.302
1/8/2023 14:00,12.062,1.84554,0.984509,4.208
1/8/2023 15:00,12.514,2.0296566666666664,0.984476,3.139
1/8/2023 16:00,13.359,2.213773333333333,0.984318,2.149
1/8/2023 17:00,14.367,2.39789,0.984229,2.716
1/8/2023 18:00,14.426,2.5820066666666666,0.983933,1.704
1/8/2023 19:00,14.559,2.7661233333333333,0.983735,2.681
1/8/2023 20:00,14.386,2.95024,0.983684,4.62
1/8/2023 21:00,14.653,2.8431766666666665,0.98351,3.482
1/8/2023 22:00,14.082,2.7361133333333334,0.983381,3.135
1/8/2023 23:00,13.349,2.62905,0.983354,4.528
1/9/2023 0:00,13.252,2.08377,0.983625,4.294
1/9/2023 1:00,12.755,3.03489,0.983715,4.638
1/9/2023 2:00,12.235,2.26886,0.983769,4.38
1/9/2023 3:00,11.967,1.13847,0.983677,3.882
1/9/2023 4:00,10.056,2.31903,0.98343,4.387
1/9/2023 5:00,8.796,1.74365,0.983055,4.174
1/9/2023 6:00,8.154,0.964167,0.982705,3.791
1/9/2023 7:00,8.297,0.9462470000000001,0.982522,3.147
1/9/2023 8:00,8.4,0.928327,0.982386,3.782
1/9/2023 9:00,7.982,1.93203,0.982213,4.233
1/9/2023 10:00,8.227,2.81489,0.981952,4.554
1/9/2023 11:00,7.901,4.83817,0.981983,5.115
1/9/2023 12:00,7.976,3.81861,0.981885,4.86
1/9/2023 13:00,8.2,2.02711,0.981747,4.27
1/9/2023 14:00,8.411,0.788978,0.981524,3.711
1/9/2023 15:00,8.689,0.848469,0.98134,3.745
1/9/2023 16:00,10.634,0.7656845,0.980717,2.911
1/9/2023 17:00,13.509,0.6829,0.979698,3.704
1/9/2023 18:00,14.96,3.22475,0.979115,4.717
1/9/2023 19:00,14.793,3.2093,0.978607,4.714
1/9/2023 20:00,14.211,5.54677,0.977966,5.329
1/9/2023 21:00,14.2,8.24121,0.977272,5.848
1/9/2023 22:00,14.367,11.9436,0.976434,6.538
1/9/2023 23:00,14.098,22.5564,0.975803,7.91
1/10/2023 0:00,13.525,27.9619,0.975286,8.511
1/10/2023 1:00,13.236,45.3777,0.974907,10.247
1/10/2023 2:00,12.886,44.374,0.974376,10.13
1/10/2023 3:00,13.223,41.6399,0.97367,9.901
1/10/2023 4:00,13.443,43.417,0.972811,10.041
1/10/2023 5:00,13.158,37.2614,0.971743,9.487
1/10/2023 6:00,13.136,31.759,0.970801,8.876
1/10/2023 7:00,13.202,28.7852,0.970176,8.606
1/10/2023 8:00,13.213,21.8253,0.969481,7.904
1/10/2023 9:00,13.306,11.7935,0.968463,6.564
1/10/2023 10:00,13.283,8.71372,0.967309,5.954
1/10/2023 11:00,13.195,8.67993,0.966657,5.949
1/10/2023 12:00,12.672,16.0905,0.966076,7.136
1/10/2023 13:00,12.594,24.2417,0.965487,8.099
1/10/2023 14:00,13.03,19.8719,0.965396,7.583
1/10/2023 15:00,12.681,21.8284,0.965637,7.842
1/10/2023 16:00,11.892,25.2833,0.965872,8.225
1/10/2023 17:00,11.041,25.7877,0.966014,8.271
1/10/2023 18:00,10.493,23.6683,0.966445,8.038
1/10/2023 19:00,10.572,24.0137,0.966463,8.069
1/10/2023 20:00,11.319,29.8394,0.966471,8.705
1/10/2023 21:00,11.448,42.0849,0.96682,9.94
1/10/2023 22:00,10.122,36.2156,0.967361,9.363
1/10/2023 23:00,9.586,17.0268,0.967926,7.194
1/11/2023 0:00,9.182,26.0415,0.968294,8.273
1/11/2023 1:00,9.0,19.3797,0.968693,7.479
1/11/2023 2:00,8.815,20.1246,0.968942,7.578
1/11/2023 3:00,8.744,19.1136,0.96914,7.448
1/11/2023 4:00,8.696,19.3536,0.969224,7.477
1/11/2023 5:00,8.629,13.946,0.969148,6.808
1/11/2023 6:00,8.601,11.0874,0.969278,6.338
1/11/2023 7:00,8.631,9.061,0.969519,5.993
1/11/2023 8:00,8.622,10.3599,0.9696,6.181
1/11/2023 9:00,8.628,10.806,0.969603,6.268
1/11/2023 10:00,7.751,11.0494,0.9697,6.316
1/11/2023 11:00,6.878,28.1899,0.969822,8.519
1/11/2023 12:00,8.278,17.0498,0.96969,7.217
1/11/2023 13:00,7.575,5.3169,0.969532,5.272
1/11/2023 14:00,8.436,15.5534,0.969385,7.094
1/11/2023 15:00,9.373,26.9518,0.96914,8.457
1/11/2023 16:00,9.853,35.2364,0.968869,9.223
1/11/2023 17:00,8.244,41.3431,0.968938,9.973
1/11/2023 18:00,7.345,52.9556,0.969377,11.146
1/11/2023 19:00,5.331,50.8132,0.97013,10.816
1/11/2023 20:00,4.075,51.0297,0.970912,10.845
1/11/2023 21:00,4.009,48.6472,0.971351,10.61
1/11/2023 22:00,2.799,56.4744,0.972108,11.435
1/11/2023 23:00,1.366,58.8647,0.973602,12.692
1/12/2023 0:00,0.002,38.2957,0.97514,9.489
1/12/2023 1:00,-0.514,43.7089,0.976026,10.041
1/12/2023 2:00,-1.305,51.0812,0.9769,10.709
1/12/2023 3:00,-1.701,38.1418,0.977453,9.502
1/12/2023 4:00,-1.924,27.331,0.977754,8.391
1/12/2023 5:00,-2.204,26.7768,0.977819,8.342
1/12/2023 6:00,-2.425,23.5034,0.978229,7.971
1/12/2023 7:00,-2.687,35.7908,0.978757,9.208
1/12/2023 8:00,-2.94,20.7616,0.979194,7.639
1/12/2023 9:00,-3.366,39.109,0.979788,9.575
1/12/2023 10:00,-3.755,38.4204,0.9804,9.413
1/12/2023 11:00,-3.818,12.5989,0.981319,6.602
1/12/2023 12:00,-3.891,10.9467,0.981824,6.281
1/12/2023 13:00,-4.005,16.8229,0.982275,7.155
1/12/2023 14:00,-3.825,11.0776,0.982945,6.298
1/12/2023 15:00,-3.106,40.7733,0.983685,9.668
1/12/2023 16:00,-2.393,24.928,0.984074,8.118
1/12/2023 17:00,-1.609,20.4704,0.984103,7.607
1/12/2023 18:00,-0.911,19.5753,0.984301,7.503
1/12/2023 19:00,0.008,16.4711,0.984344,7.128
1/12/2023 20:00,0.926,18.1855,0.984204,7.336
1/12/2023 21:00,1.351,20.2561,0.984165,7.595
1/12/2023 22:00,1.264,18.7058,0.984143,7.414
1/12/2023 23:00,-0.565,27.4064,0.984443,8.406
1/13/2023 0:00,-1.84,28.3651,0.984896,8.493
1/13/2023 1:00,-2.738,23.9371,0.985324,7.997
1/13/2023 2:00,-2.955,22.9399,0.98582,7.89
1/13/2023 3:00,-3.263,17.8673,0.986283,7.267
1/13/2023 4:00,-3.38,13.9266,0.986488,6.706
1/13/2023 5:00,-3.468,7.91771,0.986263,5.692
1/13/2023 6:00,-3.689,2.85396,0.986372,4.585
1/13/2023 7:00,-3.64,1.84369,0.986713,4.181
1/13/2023 8:00,-3.853,3.75182,0.986877,4.797
1/13/2023 9:00,-4.015,4.05597,0.987033,4.875
1/13/2023 10:00,-4.047,4.13373,0.987089,4.896
1/13/2023 11:00,-4.301,7.55975,0.987284,5.609
1/13/2023 12:00,-4.586,6.98306,0.987363,5.523
1/13/2023 13:00,-4.506,8.55424,0.987477,5.776
1/13/2023 14:00,-3.095,11.856,0.987378,6.348
1/13/2023 15:00,-0.199,3.74613,0.987285,4.851
1/13/2023 16:00,2.546,2.06729,0.986717,4.26
1/13/2023 17:00,4.867,5.46556,0.985783,5.287
1/13/2023 18:00,6.79,13.5686,0.984834,6.796
1/13/2023 19:00,8.052,24.7002,0.983952,8.178
1/13/2023 20:00,8.73,33.6958,0.983172,9.066
1/13/2023 21:00,9.036,36.8918,0.98309,9.356
1/13/2023 22:00,7.509,39.5337,0.983182,9.597
1/13/2023 23:00,2.358,52.5707,0.983751,10.725
1/14/2023 0:00,0.3,56.5874,0.98415,11.179
1/14/2023 1:00,-0.264,59.8918,0.984708,12.269
1/14/2023 2:00,-0.726,57.8061,0.985408,11.405
1/14/2023 3:00,-0.375,59.9894,0.985912,13.273
1/14/2023 4:00,0.301,59.8846,0.986628,12.718
1/14/2023 5:00,-0.811,57.9564,0.987161,11.326
1/14/2023 6:00,-2.715,39.0724,0.988121,9.395
1/14/2023 7:00,-3.177,33.3201,0.988974,8.886
1/14/2023 8:00,-3.529,37.375,0.989631,9.259
1/14/2023 9:00,-3.85,35.1618,0.9903,8.935
1/14/2023 10:00,-4.177,22.9007,0.990922,7.731
1/14/2023 11:00,-4.429,12.7664,0.991858,6.499
1/14/2023 12:00,-4.51,14.988,0.992552,6.804
1/14/2023 13:00,-4.554,12.2864,0.993158,6.494
1/14/2023 14:00,-3.879,6.28365,0.993705,5.39
1/14/2023 15:00,-0.91,5.755203333333333,0.994172,2.606
1/14/2023 16:00,1.476,5.226756666666667,0.994294,2.415
1/14/2023 17:00,3.301,4.698309999999999,0.993989,1.787
1/14/2023 18:00,4.805,4.169863333333334,0.993724,1.574
1/14/2023 19:00,6.006,3.6414166666666667,0.993542,1.393
1/14/2023 20:00,6.868,3.11297,0.993334,1.557
1/14/2023 21:00,7.555,2.5845233333333333,0.993067,2.085
1/14/2023 22:00,7.421,2.0560766666666668,0.992697,2.825
1/14/2023 23:00,4.192,1.52763,0.992489,4.081
1/15/2023 0:00,2.597,13.2247,0.992499,6.632
1/15/2023 1:00,1.562,12.4002,0.992527,6.486
1/15/2023 2:00,1.073,18.6065,0.992353,7.344
1/15/2023 3:00,1.527,41.8377,0.992162,9.701
1/15/2023 4:00,2.05,46.8365,0.991969,10.11
1/15/2023 5:00,2.576,48.6528,0.991612,10.334
1/15/2023 6:00,2.972,46.8551,0.99131,10.178
1/15/2023 7:00,3.107,42.0699,0.991269,9.782
1/15/2023 8:00,3.455,41.0917,0.991331,9.727
1/15/2023 9:00,3.908,41.8445,0.991245,9.785
1/15/2023 10:00,3.996,45.0348,0.991158,10.0
1/15/2023 11:00,4.535,56.0627,0.991245,11.139
1/15/2023 12:00,4.72,55.823,0.991187,11.11
1/15/2023 13:00,4.852,56.5581,0.991103,11.234
1/15/2023 14:00,5.473,58.3284,0.990972,11.775
1/15/2023 15:00,5.699,36.4276,0.991112,9.197
1/15/2023 16:00,7.115,24.9097,0.99095,8.074
1/15/2023 17:00,7.953,24.366,0.990084,8.096
1/15/2023 18:00,9.299,30.1644,0.989245,8.707
1/15/2023 19:00,10.119,30.9201,0.988403,8.787
1/15/2023 20:00,11.141,34.1718,0.987731,9.068
1/15/2023 21:00,11.77,34.697,0.987064,9.111
1/15/2023 22:00,11.783,44.3256,0.986446,10.085
1/15/2023 23:00,11.244,49.183,0.986333,10.577
1/16/2023 0:00,10.139,57.6114,0.986366,12.017
1/16/2023 1:00,9.3,57.9521,0.98621,13.35
1/16/2023 2:00,8.991,58.0024,0.985986,13.18
1/16/2023 3:00,9.257,57.9396,0.985848,12.242
1/16/2023 4:00,9.391,57.3117,0.985485,11.79
1/16/2023 5:00,9.096,56.6552,0.984967,11.521
1/16/2023 6:00,9.518,51.2068,0.984647,10.703
1/16/2023 7:00,10.109,52.9072,0.984259,10.924
1/16/2023 8:00,10.384,42.905,0.983913,9.922
1/16/2023 9:00,10.821,36.0515,0.98359,9.271
1/16/2023 10:00,11.124,25.9889,0.983258,8.23
1/16/2023 11:00,11.921,36.1467,0.983052,9.305
1/16/2023 12:00,12.247,35.159,0.982921,9.186
1/16/2023 13:00,12.336,26.6613,0.982631,8.327
1/16/2023 14:00,12.862,36.1907,0.982241,9.369
1/16/2023 15:00,13.909,38.4309,0.982125,9.689
